,loss,accuracy,val_loss,val_accuracy
0,1.026322603225708,0.5979527831077576,0.8323094248771667,0.6756926774978638
1,0.8665798306465149,0.6710236072540283,0.8350358009338379,0.6756926774978638
2,0.8390129208564758,0.6741732358932495,0.8332099914550781,0.6756926774978638
3,0.8318954706192017,0.6776378154754639,0.8255056142807007,0.6756926774978638
4,0.8319116830825806,0.6785826683044434,0.8344570994377136,0.6756926774978638
5,0.8252075910568237,0.6784251928329468,0.8483918309211731,0.6756926774978638
6,0.8184717297554016,0.6803149580955505,0.8406796455383301,0.6756926774978638
7,0.8189684748649597,0.6806299090385437,0.8399495482444763,0.6756926774978638
8,0.8144165277481079,0.6798425316810608,0.8466687202453613,0.6756926774978638
9,0.8082256317138672,0.680157482624054,0.8367999196052551,0.6756926774978638
10,0.8094573616981506,0.680157482624054,0.8386615514755249,0.6756926774978638
11,0.8074566125869751,0.680157482624054,0.8246593475341797,0.6756926774978638
12,0.8088045120239258,0.680157482624054,0.8465884327888489,0.6756926774978638
13,0.8069093823432922,0.680157482624054,0.8371353149414062,0.6756926774978638
14,0.8007775545120239,0.680157482624054,0.8203876614570618,0.6756926774978638
15,0.7978852987289429,0.6828346252441406,0.8329029679298401,0.6756926774978638
16,0.7860015630722046,0.6916535496711731,0.7990432381629944,0.6813601851463318
17,0.7817161083221436,0.7034645676612854,0.8243962526321411,0.736146092414856
18,0.7730504870414734,0.7069291472434998,0.8226279020309448,0.7002518773078918
19,0.7509104609489441,0.7214173078536987,0.783799409866333,0.7222921848297119
20,0.7324288487434387,0.7370078563690186,0.759960949420929,0.73740553855896
21,0.7312722206115723,0.7374803423881531,0.7554708123207092,0.73740553855896
22,0.7071916460990906,0.7445669174194336,0.720481812953949,0.738664984703064
23,0.7032458782196045,0.7455118298530579,0.7208166122436523,0.7342569231987
24,0.6924642324447632,0.7481889724731445,0.6874762177467346,0.738664984703064
25,0.6782737970352173,0.7511811256408691,0.6954380869865417,0.734886646270752
26,0.6723046898841858,0.7497637867927551,0.6692587733268738,0.745591938495636
27,0.658595621585846,0.7533858418464661,0.683265745639801,0.738664984703064
28,0.6631599068641663,0.7502362132072449,0.6600069403648376,0.7720403075218201
29,0.6402896046638489,0.7629921436309814,0.6242993474006653,0.7814861536026001
30,0.6219818592071533,0.7703937292098999,0.6183406114578247,0.765113353729248
31,0.6204811334609985,0.7680314779281616,0.6106055378913879,0.7846347689628601
32,0.6453530788421631,0.7573228478431702,0.6651583909988403,0.747481107711792
